,Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Type of gear,Mode of fishing,Mode of fishing collapsed,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection
18616,2018-09-21,7,1655,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,7.0,Yes,25
18617,2018-09-21,7,1627,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,UNIDENTIFIED (SHARKS),hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),4.0,3.0,Yes,12
18623,2018-09-21,7,1648,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,BLUE MARLIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,5.0,Yes,11
18625,2020-09-22,8,1512,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),4.0,3.0,Yes,5
18631,2018-09-21,7,1645,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,ATLANTIC SPADEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),3.0,2.0,Yes,12
18634,2019-09-18,7,1629,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,YELLOWFIN TUNA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,28
18643,2020-09-22,7,1807,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUE MARLIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),14.0,8.0,No,0
18644,2020-09-22,7,1823,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUE MARLIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),14.0,8.0,No,0
18646,2020-09-22,7,1823,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUE MARLIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),14.0,8.0,No,0
18654,2020-09-22,8,1921,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,9.0,7.0,No,0
18655,2020-09-22,8,1921,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,9.0,7.0,No,0
18656,2020-09-22,8,1921,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,9.0,7.0,No,0
18657,2020-09-22,7,1249,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,4.0,4.0,No,0
18658,2020-09-22,7,1255,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,4.0,4.0,No,0
18659,2020-09-22,7,1301,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,4.0,4.0,No,0
18660,2020-09-22,7,1307,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,4.0,4.0,No,0
18661,2020-09-22,7,1307,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,4.0,4.0,No,0
18663,2018-09-21,7,1443,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.5,5.0,Yes,32
18664,2018-09-21,7,1446,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.5,5.0,Yes,25
18665,2018-09-21,7,1449,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.5,5.0,No,0
18666,2018-09-21,7,1452,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.5,5.0,No,0
18667,2018-09-21,7,1405,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,6.5,6.0,Yes,32
18668,2018-09-21,7,1408,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,6.5,6.0,Yes,24
18669,2018-09-21,7,1411,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,6.5,6.0,Yes,37
18670,2018-09-21,7,1414,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,6.5,6.0,Yes,19
18680,2020-09-22,8,1405,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.0,6.0,No,0
18681,2020-09-22,8,1405,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.0,6.0,No,0
18682,2020-09-22,8,1405,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.0,6.0,No,0
18683,2020-09-22,8,1450,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.0,6.0,No,0
18684,2020-09-22,8,1425,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.5,6.5,No,0
18685,2020-09-22,8,1427,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.5,6.5,No,0
18686,2018-09-21,7,1145,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,4.0,3.5,Yes,5
18688,2019-09-18,7,1246,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC CROAKER,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,6.0,5.0,Yes,46
18693,2019-09-18,7,1530,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,6.0,4.0,No,0
18694,2019-09-18,7,1533,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,6.0,4.0,No,0
18695,2019-09-18,7,1533,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,6.0,4.0,No,0
18696,2020-09-22,7,1434,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,6.0,No,0
18697,2020-09-22,7,1437,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,6.0,No,0
18698,2020-09-22,7,1437,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,6.0,No,0
18699,2020-09-22,7,1437,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,6.0,No,0
18700,2020-09-22,7,1438,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,5.0,No,0
18701,2020-09-22,8,1426,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,6.0,Yes,35
18702,2020-09-22,8,1432,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,6.0,Yes,30
18703,2020-09-22,8,1432,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,6.0,Yes,40
18704,2020-09-22,8,1432,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPOT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,8.0,6.0,Yes,30
18705,2020-09-22,8,1510,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Inland,not applicable,7.0,6.0,Yes,12
18711,2020-09-22,8,1730,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC TARPON,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),7.0,6.0,No,0
18712,2020-09-22,8,1735,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC TARPON,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),7.0,6.0,No,0
18714,2018-09-21,7,1516,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
18715,2018-09-21,7,1521,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
18716,2018-09-21,7,1525,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
18717,2019-09-18,7,1118,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),13.0,11.0,Yes,3
18718,2020-09-22,7,1501,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),9.0,6.5,Yes,13
18719,2019-09-18,7,1159,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,35
18725,2020-09-22,8,1555,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),9.5,8.5,No,0
18727,2020-09-22,8,1117,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
18728,2020-09-22,8,1117,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
18729,2020-09-22,8,1117,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
18731,2020-09-22,8,1532,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),8.0,1.0,No,0
18732,2020-09-22,8,1532,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),8.0,1.0,No,0
18734,2020-09-22,8,1343,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),1.5,1.0,No,0
18741,2020-09-22,8,1504,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
18742,2020-09-22,8,1507,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
18743,2020-09-22,8,1502,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.5,No,0
18744,2020-09-22,8,1754,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,KING MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,6.0,No,0
18745,2018-09-21,7,1625,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,GRAY TRIGGERFISH,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),8.0,6.5,Yes,5
18748,2019-09-18,7,1402,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,5.0,Yes,3
18750,2020-09-22,7,1131,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,No,0
18751,2020-09-22,7,1131,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,No,0
18757,2020-09-22,8,1247,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.5,Yes,2
18761,2019-09-18,7,1638,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,YELLOWFIN TUNA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,7.5,No,0
18762,2019-09-18,7,1646,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,YELLOWFIN TUNA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,7.5,No,0
18763,2018-09-21,7,1601,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
18764,2018-09-21,7,1620,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
18765,2018-09-21,7,1628,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
18766,2018-09-21,7,1607,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK SEA BASS,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.0,2.0,No,0
18767,2019-09-18,7,1425,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.0,Yes,2
18768,2019-09-18,7,1305,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,No,0
18770,2019-09-18,7,1315,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.0,4.5,Yes,3
18771,2020-09-22,7,1441,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.0,4.0,Yes,16
18772,2019-09-18,7,1258,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,Yes,12
18775,2020-09-22,7,1500,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,3.0,No,0
18776,2020-09-22,7,1500,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,3.0,No,0
18778,2020-09-22,7,1501,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,3.0,No,0
18779,2020-09-22,7,1518,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.5,6.0,Yes,7
18793,2020-09-22,7,1533,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SPANISH MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),4.5,4.0,No,0
18795,2020-09-22,8,1358,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,Spear,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.5,No,0
18796,2020-09-22,8,1358,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.5,No,0
18797,2020-09-22,8,1358,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.5,No,0
18798,2020-09-22,8,1358,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.5,No,0
18800,2020-09-22,8,1634,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.0,No,0
18801,2020-09-22,8,1638,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,KING MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.0,No,0
18802,2020-09-22,8,1639,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,KING MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.5,No,0
18803,2020-09-22,8,1640,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,KING MACKEREL,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.0,No,0
18804,2020-09-22,8,1245,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,ATLANTIC SPADEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.5,No,0
18805,2020-09-22,8,1245,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,ATLANTIC SPADEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.5,No,0
18806,2020-09-22,8,1245,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,ATLANTIC SPADEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.5,No,0
18807,2020-09-22,8,1245,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,ATLANTIC SPADEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.5,Yes,3
18808,2020-09-22,8,1602,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,BLACK SEA BASS,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.0,Yes,98
18812,2020-09-22,8,1615,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
18815,2020-09-22,8,1616,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
18816,2020-09-22,8,1618,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
18817,2020-09-22,8,1329,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),3.0,2.0,No,0
18825,2020-09-22,8,1615,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
18826,2020-09-22,8,1615,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
18827,2020-09-22,8,1615,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,COBIA,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
18833,2018-09-21,7,1541,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,ATLANTIC SPADEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,4.0,Yes,12
18836,2020-09-22,7,1445,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK SEA BASS,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,3.5,No,0
18837,2020-09-22,7,1447,July/August,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK SEA BASS,hook & line,Private/Rental boat,Private/Rental Boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,3.5,No,0
